time_tag,satellite,He,Hp,Hn,total,arcjet_flag
2024-08-17T02:28:00Z,16,53.39596939,73.1545105,-1.267075896,90.57779694,False
2024-08-17T02:29:00Z,16,53.34599686,73.53527832,-1.807130337,90.86618805,False
2024-08-17T02:30:00Z,16,53.32082748,73.83547974,-2.521773338,91.11096954,False
2024-08-17T02:31:00Z,16,54.23059082,74.33296967,-2.694277525,92.0524826,False
2024-08-17T02:32:00Z,16,54.6128273,74.40700531,-2.652843237,92.33650208,False
2024-08-17T02:33:00Z,16,54.16151428,74.08984375,-2.129500151,91.80094147,False
2024-08-17T02:34:00Z,16,53.83104706,73.17356873,-1.986834288,90.86340332,False
2024-08-17T02:35:00Z,16,53.0630188,72.11026001,-1.49882412,89.54613495,False
2024-08-17T02:36:00Z,16,53.42229462,71.82817078,-1.621955276,89.53224945,False
2024-08-17T02:37:00Z,16,53.18164825,71.78019714,-1.620559692,89.349823,False
2024-08-17T02:38:00Z,16,53.1977005,72.12573242,-1.337126493,89.6322403,False
2024-08-17T02:39:00Z,16,53.60786057,72.76131439,-1.615383625,90.39253235,False
2024-08-17T02:40:00Z,16,53.50082779,73.10852051,-2.093964577,90.61951447,False
2024-08-17T02:41:00Z,16,53.80194473,73.33808899,-2.440320969,90.98993683,False
2024-08-17T02:42:00Z,16,54.50406647,73.9936142,-2.402258873,91.93250275,False
2024-08-17T02:43:00Z,16,54.30096436,74.1146698,-2.250483513,91.90623474,False
2024-08-17T02:44:00Z,16,54.42251587,74.26309967,-2.229317427,92.09703827,False
2024-08-17T02:45:00Z,16,54.64264297,74.4355011,-2.523805141,92.3735199,False
2024-08-17T02:46:00Z,16,54.34596634,74.61546326,-3.296521187,92.36810303,False
2024-08-17T02:47:00Z,16,54.74057007,75.16680908,-3.46056819,93.05150604,False
2024-08-17T02:48:00Z,16,55.10266876,75.23983765,-3.172802687,93.31367493,False
2024-08-17T02:49:00Z,16,55.36623001,75.29557037,-3.098386526,93.51199341,False
2024-08-17T02:50:00Z,16,55.56613159,75.39355469,-2.99526906,93.70587921,False
2024-08-17T02:51:00Z,16,55.4260788,75.51355743,-2.885862827,93.71611023,False
2024-08-17T02:52:00Z,16,54.91065216,75.08960724,-3.153399467,93.07858276,False
2024-08-17T02:53:00Z,16,55.38634109,75.37527466,-3.105118275,93.5893631,False
2024-08-17T02:54:00Z,16,55.19235992,75.26153564,-2.544572353,93.36567688,False
2024-08-17T02:55:00Z,16,55.31475449,75.78097534,-2.402238131,93.85279083,False
2024-08-17T02:56:00Z,16,55.34650803,76.0581131,-2.642641306,94.10163116,False
2024-08-17T02:57:00Z,16,55.56646347,76.42552948,-2.696419477,94.5298996,False
2024-08-17T02:58:00Z,16,55.46969986,76.44638062,-2.792708635,94.49228668,False
2024-08-17T02:59:00Z,16,55.1147995,76.09798431,-2.752182007,94.001091,False
2024-08-17T03:00:00Z,16,54.92789078,76.16671753,-2.28803277,93.93473053,False
2024-08-17T03:01:00Z,16,54.8268013,76.27948761,-2.282734156,93.96703339,False
2024-08-17T03:02:00Z,16,54.9897995,76.58557129,-2.481645346,94.31581879,False
2024-08-17T03:03:00Z,16,54.6481514,76.43232727,-2.503644466,93.99256897,False
2024-08-17T03:04:00Z,16,54.39251328,76.40599823,-2.315168858,93.81799316,False
2024-08-17T03:05:00Z,16,54.24427032,76.49142456,-2.362493038,93.80296326,False
2024-08-17T03:06:00Z,16,54.09653854,76.60528564,-2.204573154,93.80678558,False
2024-08-17T03:07:00Z,16,53.91781616,76.67441559,-2.195047379,93.76027679,False
2024-08-17T03:08:00Z,16,53.94263077,77.0009079,-2.339440823,94.04491425,False
2024-08-17T03:09:00Z,16,54.16989899,77.28142548,-2.526289225,94.40975189,False
2024-08-17T03:10:00Z,16,53.95917892,76.85792542,-2.70386219,93.94721985,False
2024-08-17T03:11:00Z,16,53.83362961,76.93608093,-2.655943871,93.93779755,False
2024-08-17T03:12:00Z,16,53.82432938,77.34558105,-2.568700552,94.26572418,False
2024-08-17T03:13:00Z,16,54.06615448,77.75919342,-2.881644249,94.75217438,False
2024-08-17T03:14:00Z,16,54.30656815,77.81573486,-3.325434923,94.95042419,False
2024-08-17T03:15:00Z,16,54.44757843,77.89953613,-3.271698713,95.09785461,False
2024-08-17T03:16:00Z,16,54.53950119,78.22103119,-3.134355307,95.40925598,False
2024-08-17T03:17:00Z,16,54.5885849,78.30565643,-3.267487288,95.51121521,False
2024-08-17T03:18:00Z,16,54.77645874,78.26616669,-3.311426163,95.58786774,False
2024-08-17T03:19:00Z,16,54.68353653,78.5151825,-3.176723719,95.73418427,False
2024-08-17T03:20:00Z,16,54.77151489,78.78000641,-3.046916962,95.99749756,False
2024-08-17T03:21:00Z,16,54.82827377,78.79189301,-2.909836769,96.03535461,False
2024-08-17T03:22:00Z,16,54.98258972,78.64213562,-2.933030128,96.00152588,False
2024-08-17T03:23:00Z,16,54.96400833,78.49508667,-2.877087593,95.86880493,False
2024-08-17T03:24:00Z,16,54.91556931,78.41748047,-2.871976376,95.77728271,False
2024-08-17T03:25:00Z,16,54.88200378,78.56886292,-2.861729145,95.8817749,False
2024-08-17T03:26:00Z,16,55.08538055,78.55162811,-2.732356071,95.9805069,False
2024-08-17T03:27:00Z,16,55.12453079,78.55221558,-2.761278391,96.00431061,False
